year of exhibition,age at the time,name,birthyear,birthplace city,birthplace state,work place city,work place state,work place 2,work place 2 state or country
2014,64,gary indiana,1950,derry,new hampshire,new york,new york,and los angeles,california
2010,53,george condo,1957,concord,new hampshire,new york,new york,,
2012,38,  stephen o’malley,1974,new hampshire,new hampshire,paris,france,,
2006,66,tony conrad,1940,concord,new hampshire,buffalo,new york,,
1975,44,alvin light,1931,concord,new hampshire,san francisco,california,,
2002,72,margot lovejoy,1930,campbellton,new brunswick,queens,new york,,
1977,36,richard tuttle,1941,rahway,new  jersey,new york,new york,,
2006,52,doug henry,1954,las vegas,nevada,los angeles,california,,
1981,77,willem de kooning,1904,rotterdam,netherlands,long island,new york,,
2014,56,peter schuyff,1958,baarn,netherlands,amsterdam,netherlands,,
2002,45,ari marcopoulos,1957,amsterdam,netherlands,sonoma,california,,
1997,60,edward ruscha,1937,omaha,nebraska,los angeles,california,,
2002,35,chris ware,1967,omaha,nebraska,chicago,illinois,,
2004,27,robyn o'neil,1977,omaha,nebraska,houston,texas,,
1973,31,dan christensen,1942,cozad,nebraska,new york,new york,,
1973,43,roy deforest,1930,north platte,nebraska,port casta,california,,
2014,80,sheila hicks,1934,hastings,nebraska,new york,new york,and paris,france
2014,67,dona nelson,1947,grand island,nebraska,lansdale,pennsylvania,and new york,ny
2000,37,darcey steinke,1963,oneida,new york,brooklyn,new york,,
2000,34,michael joo,1966,ithaca,new york,new york,new york,,
2000,52,errol morris,1948,hewitt,new york,cambridge,massachusetts,,
2000,53,louise lawler,1947,bronxville,new york,new york,new york,,
1991,44,louise lawler,1947,bronxville,new york,new york,new york,,
2000,59,richard tuttle,1941,rahway,new jersey,new york,new york,abiquiu,n.m.
2000,33,anthony discenza born,1967,new brunswick,new jersey,oakland,california,,
2000,31,lew baldwin,1969,east brunswick,new jersey,san francisco,california,,
1985,27,douglas ashford,1958,rabat,morocco,new york,new york,,
1997,40,john schabel,1957,great falls,montana,new york,new york,,
2012,47,andrea fraser,1965,billings,montana,los angeles,california,,
1993,28,andrea fraser,1965,billings,montana,new york,new york,,
2014,47,jonn herschend,1967,branson,missouri,san francisco,california,,
2014,34,valerie snobeck,1980,wadena,minnesota,new york,new york,,
2014,48,chris larson,1966,st. paul,minnesota,st. paul,minnesota,,
2012,63,charles atlas,1949,st. louis,missouri,new york,new york,,
1995,55,deedee halleck,1940,st. louis,missouri,new york,new york,,
2004,42,virgil marti,1962,st. louis,missouri,philadelphia,pennsylvania,,
1975,34,john schnell,1941,st. louis,missouri,new york,new york,,
2006,30,andrew lampert,1976,st. louis,missouri,brooklyn,new york,,
1973,30,gary tenenbaum,1943,st. louis,missouri,new york,new york,,
1983,48,oliver jackson,1935,st louis,missouri,oakland,california,,
1993,44,charles atlas,1949,saint louis,missouri,new york,new york,,
1985,41,charles atlas,1944,saint louis,missouri,new york,new york,,
2008,32,amy granat,1976,saint louis,missouri,new york,new york,,
1995,68,james bishop,1927,neosho,missouri,new york,new york,blevy,france
2004,71,stan brakhage,1933,kansas city,missouri,victoria,canada,,
1995,62,stan brakhage,1933,kansas city,missouri,boulder,colorado,,
1981,48,stan brakhage,1933,kansas city,missouri,rollinssville,colorado,,
1979,46,stan brakhage,1933,kansas city,missouri,rollinsville,colorado,,
1973,42,robert morris,1931,kansas city,missouri,new york,new york,,
1995,37,michael rees,1958,kansas city,missouri,new york,new york,,
1985,57,donald judd,1928,excelsior springs,missouri,new york,new york,marfa ,texas
1973,45,donald judd,1928,excelsior springs,missouri,new york,new york,,
2004,31,julie atlas muz,1973,detroit,missouri,new york,new york,,
1997,53,charlse burnett,1944,vicksburg,mississippi,los angeles,california,,
2000,40,arthur jafa,1960,tupelo,mississippi,new york,new york,,
2000,36,laurie reid,1964,minneapolis,minnesota,berkeley,california,,
2000,35,rolf belgum,1965,minneapolis,minnesota,minneapolis,minnesota,,
1977,52,duan hanson,1925,alexandria,minnesota,davie,florida,,
2010,39,kelly nipper,1971,edina,minnesota,los angeles,california,,
2006,39,todd norsten,1967,sunburg,minnesota,minneapolis,minnesota,,
1973,57,richard pousette-dart,1916,saint paul,minnesota,suffern,new york,,
2008,39,fritz haeg,1969,saint cloud,minnesota,los angeles,california,,
2000,46,joseph havel,1954,minneapolis,minnesota,houston,texas,,
1973,36,lester johnson,1937,minneapolis,minnesota,detroit,michigan,,
1981,36,bill jensen,1945,minneapolis,minnesota,new york,new york,,
2004,36,rob fischer,1968,minneapolis,minnesota,brooklyn,new york,,
2004,35,alec soth,1969,minneapolis,minnesota,minneapolis,minnesota,,
1975,34,carole fisher,1941,minneapolis,minnesota,minneapolis,minnesota,,
1975,25,jim byrne,1950,chicago city,minnesota,minneapolis,minnesota,,
1981,56,duane hanson ,1925,alexandria,minnesota,davie,florida,,
1973,48,duane hanson,1925,alexandria,minnesota,pembroke pines,florida,,
2010,57,james casebere,1953,east lansing,michigan,brooklyn,new york,,
1995,41,mike kelley,1954,wayne,michigan,los angeles,california,,
1975,38,kent floeter,1937,saginaw,michigan,new york,new york,,
2008,36,patrick hill,1972,royal oak,michigan,los angeles,california,,
1991,39,jim shaw,1952,midland,michigan,los angeles,california,,
2002,62,lebbeus woods,1940,lansing,michigan,brooklyn,new york,,
1985,32,james casebere,1953,lansing,michigan,new york,new york,,
1983,37,bob snyder,1946,kalamazoo,michigan,chicago,illinois,,
1981,35,robert snyder,1946,kalamazoo,michigan,chicago,illinois,,
2006,82,taylor mead,1924,grosse point,michigan,new york,new york,,
2006,32,chris vasell,1974,grand rapids,michigan,los angeles,california,,
1995,37,greer lankton,1958,flint,michigan,chicago,illinois,,
1985,60,ed emshwiller,1925,east lansing,michigan,newhall,california,,
2000,32,theresa duncan,1968,detroit and,michigan,new york,new york,,
2004,49,amy sillman,1955,detroit,michigan,new york,new york,,
1981,69,harry callahan,1912,detroit,michigan,providence,rhode island,,
1985,62,charles garabedian,1923,detroit,michigan,santa monica,california,,
2004,60,peter hutton,1944,detroit,michigan,annandale-on-hudson,new york,,
1985,59,robert breer,1926,detroit,michigan,south nyack,new york,,
2002,58,peter hutton,1944,detroit,michigan,annandale on hudson,new york,,
1983,57,robert breer,1926,detroit,michigan,south nyack,new york,,
1981,55,robert breer,1926,detroit,michigan,south nyack,new york,,
1979,53,robert breer,1926,detroit,michigan,palisades,new york,,
2002,53,anne wilson,1949,detroit,michigan,evanston,illinois,,
1975,52,charles garabedian,1923,detroit,michigan,santa monica,california,,
1995,51,peter hutton,1944,detroit,michigan,annandale-on-hudson,new york,,
1979,50,jackie ferrara,1929,detroit,michigan,new york,new york,,
1991,48,ellen phelan,1943,detroit,michigan,new york,new york,westport,new york
1995,48,judy linn,1947,detroit,michigan,new york,new york,,
1997,46,wendy ewald,1951,detroit,michigan,rhinebeck,new york,,
1973,44,jackie ferrara ,1929,detroit,michigan,new york,new york,,
1985,41,peter b. hutton,1944,detroit,michigan,new york,new york,,
1973,38,alvin loving,1935,detroit,michigan,new york,new york,,
2004,38,sam green,1966,detroit,michigan,san francisco,california,,
1979,36,brenda goodman,1943,detroit,michigan,new york,new york,,
1985,35,lizzie borden,1950,detroit,michigan,new york,new york,,
2012,35,michael e. smith,1977,detroit,michigan,detroit,michigan,,
1989,34,michele zalopany,1955,detroit,michigan,new york,new york,,
2002,32,chris kubick,1970,detroit,michigan,los angeles,california,,
1993,39,mike kelley,1954,dearborn,michigan,los angeles,california,,
1991,37,mike kelley,1954,dearborn,michigan,los angeles,california,,
1983,36,martha haslanger,1947,dearborn,michigan,new york,new york,,
1989,35,mike kelley,1954,dearborn,michigan,los angeles,california,,
1981,34,martha haslanger,1947,dearborn,michigan,new york,new york,,
1979,32,martha haslanger,1947,dearborn,michigan,new york,new york,,
1985,31,mike kelly,1954,dearborn,michigan,los angeles,california,,
2006,29,lucas degiulio,1977,dearborn,michigan,san francisco,california,,
1985,55,robert ashley,1930,ann arbor,michigan,new york,new york,,
2008,39,robert fenz,1969,ann arbor,michigan,cambridge,massachusetts,,
2006,35,david gatten,1971,ann arbor,michigan,ithaca,new york,brooklyn,new york
2002,33,robert fenz,1969,ann arbor,michigan,los angeles,california,,
2002,31,david gatten,1971,ann arbor,michigan,ithaca,new york,,
2002,27,benjamin fry,1975,ann arbor,michigan,boston,massachusetts,,
2012,58,mike kelley,1954,dearborn,michigan,los angeles,california,,
2014,59,amy sillman,1955,detroit,michigan,brooklyn,new york,,
2014,84,robert ashley,1930,ann arbor,michigan,new york,new york,,
2014,47,lisa anne auerbach,1967,ann arbor,michigan,los angeles,california,,
1997,35,gabriel orozco,1962,veracruz,mexico,new york,new york,,
2004,30,brody condon,1974,tuxpan,mexico,los angeles,california,,
2000,39,marcos ramírez erre,1961,tijuana,mexico,tijuana,mexico,san diego,ca
2000,35,salomon huerta,1965,tijuana,mexico,los angeles,california,,
2004,32,milena muzquiz,1972,tijuana,mexico,los angeles,california,,
1995,36,julio galan,1959,muzquiz coahuila,mexico,new york,new york,,
1979,41,robert graham,1938,mexico city,mexico,venice,california,,
1993,38,guillermo gomez-pena,1955,mexico city,mexico,new york,new york,,
1979,36,edda renouf,1943,mexico city,mexico,new york,new york,,
1979,27,manuel de landa,1952,mexico city,mexico,new york,new york,,
2000,59,suzan frecon,1941,mexico,mexico,new york,new york,,
2008,34,natalia almada,1974,mexico,mexico,mexico city,mexico,new york,new york
1995,33,gabriel orozco,1962,jalapa veracruz,mexico,mexico city,mexico,new york,new york
1993,49,lourdes portillo,1944,chihuahua,mexico,san francisco,california,,
2004,55,craigie horsfield,1949,cambridge,massachussets,new york,new york,london,england
2004,44,sam durant,1960,boston,massachussets,los angeles,california,,
2004,35,katy grannan,1969,arlington,massachussets,brooklyn,new york,,
2010,52,dawn clements,1958,woburn,massachusetts,brooklyn,new york,,
1995,35,jack pierson,1960,plymouth,massachusetts,new york,new york,,
1997,33,sharon lockhart,1964,norwood,massachusetts,los angeles,california,,
1997,35,richard phillips,1962,marblehead,massachusetts,new york,new york,,
1995,49,catherine murphy,1946,cambridge,massachusetts,poughkeepsie,new york,,
2010,76,lorraine o’grady,1934,boston,massachusetts,new york,new york,,
1997,51,chris burden,1946,boston,massachusetts,topanga canyon,california,,
2010,49,r.h. quaytman,1961,boston,massachusetts,new york,new york,,
2010,37,kerry tribe,1973,boston,massachusetts,los angeles,california,and berlin,germany
2010,31,jesse aron green,1979,boston,massachusetts,boston,massachusetts,los angeles,california
1995,41,david armstrong,1954,arlington,massachusetts,new york,new york,,
1981,43,nancy holt,1938,worcester,massachusetts,new york,new york,,
1979,41,nancy holt,1938,worcester,massachusetts,new york,new york,,
1977,39,nancy holt,1938,worcester,massachusetts,new york,new york,,
1977,34,robert cumming,1943,worcester,massachusetts,orange,california,,
1981,42,davidson gigliotti,1939,winchester,massachusetts,new york,new york,,
2004,44,jack pierson,1960,plymouth,massachusetts,new york,new york,wonder valley,california
1993,33,jack pierson,1960,plymouth,massachusetts,new york,new york,,
1973,33,nancy stevenson graves,1940,pittsfiled,massachusetts,new york,new york,,
1983,43,nancy graves,1940,pittsfield,massachusetts,new york,new york,,
1977,39,jim nutt,1938,pittsfield,massachusetts,wilmette,illinois,,
1973,35,jim nutt,1938,pittsfield,massachusetts,sacramento,california,,
1989,38,leslie thornton,1951,oak ridge,massachusetts,new york,new york,,
2004,40,sharon lockhart,1964,norwood,massachusetts,los angeles,california,,
1991,55,frank stella,1936,malden,massachusetts,new york,new york,,
1983,47,frank stella,1936,malden,massachusetts,new york,new york,,
1979,43,frank stella,1936,malden,massachusetts,new york,new york,,
1973,37,frank stella,1936,malden,massachusetts,new york,new york,,
1989,32,chris macdonald,1957,lynn,massachusetts,new york,new york,,
1989,46,william wegman,1943,holyoke,massachusetts,new york,new york,,
1981,39,william wegman,1942,holyoke,massachusetts,new york,new york,,
1977,34,william wegman,1943,holyoke,massachusetts,new york,new york,,
1973,30,william wegman,1943,holyoke,massachusetts,santa monica,california,,
1975,29,cristiano camacho,1946,fall river,massachusetts,san francisco,california,,
1985,31,perry hoberman,1954,cambridge,massachusetts,brooklyn,new york,,
2002,53,robert beavers,1949,brookline,massachusetts,zumikon,switzerland,,
2006,74,dorothy iannone,1932,boston,massachusetts,berlin,germany,,
1983,45,james herbert,1938,boston,massachusetts,atlanta,georgia,,
1985,43,holly fisher,1942,boston,massachusetts,new york,new york,,
1989,43,chris burden,1946,boston,massachusetts,los angeles,california,,
1983,41,jonathan borofsky,1942,boston,massachusetts,venice ,california,,
1993,41,julie taymor,1952,boston,massachusetts,new york,new york,,
2002,41,gregor asch,1961,boston,massachusetts,brooklyn,new york,,
1979,37,jonathan borofsky,1942,boston,massachusetts,venice,california,,
1985,36,mel kendrick,1949,boston,massachusetts,new york,new york,,
1981,35,sandy skoglund,1946,boston,massachusetts,new york,new york,,
1989,34,christopher wool,1955,boston,massachusetts,new york,new york,,
1975,33,susanna tanger,1942,boston,massachusetts,new york,new york,,
1975,33,william e. mahan,1942,boston,massachusetts,venice,california,,
1975,31,todd mckie,1944,boston,massachusetts,cambridge,massachusetts,,
1977,31,brian connell,1946,boston,massachusetts,san diego,california,,
1977,31,chris burden,1946,boston,massachusetts,venice,california,,
1981,31,bette grodon,1950,boston,massachusetts,new york,new york,,
1973,28,christopher sproat,1945,boston,massachusetts,jamaica plain,massachusetts,,
1985,28,julie ault,1957,boston,massachusetts,new york,new york,,
1989,28,jason simon,1961,boston,massachusetts,new york,new york,,
1975,25,hass murphy,1950,boston,massachusetts,new york,new york,,
1975,30,virginia johnson,1945,andover,massachusetts,boulder,colorado,,
1979,26,kit fitzgerald,1953,,massachusetts,new york,new york,,
1981,38,robert comming,1943,worcester,massachusetts,west suffield,connecticut,,
1981,28,kit fitzgerald,1953,springfield,massachusetts,new york,new york,,
1981,39,jonathan borofsky,1942,boston,massachusetts,venice,california,,
2000,44,joseph grigely,1956,springfield,massachusetts,jersey city and,new jersey,ann arbor,mich.
2000,56,al souza,1944,plymouth,massachusetts,houston,texas,,
2000,36,sharon lockhart,1964,norwood,massachusetts,los angeles,california,,
2000,36,sharon lockhart,1964,norwood,massachusetts,los angeles,california,,
1993,51,holly fisher,1942,boston,massachusetts,new york,new york,,
2000,36,elisabeth subrin,1964,boston,massachusetts,brooklyn,new york,,
2000,34,josiah mcelheny,1966,boston,massachusetts,seattle,washington,,
2000,31,sarah sze,1969,boston,massachusetts,brooklyn,new york,,
2010,33,emily roysdon,1977,easton,maryland,new york,new york,stockholm,sweden
2010,40,sharon hayes,1970,baltimore,maryland,new york,new york,,
1993,37,timothy martin,1956,patuxant river,maryland,los angeles,california,,
1981,31,victor schrager,1950,bethesda,maryland,new york,new york,,
1973,52,ann truitt,1921,baltimore,maryland,washington dc,washington d.c.,,
1993,46,maureen connor,1947,baltimore,maryland,new york,new york,,
2012,35,matt porterfield,1977,baltimore,maryland,baltimore,maryland,,
1973,33,lynton wells,1940,baltimore,maryland,new york,new york,,
2000,32,rebecca baron,1968,baltimore,maryland,new york,new york,,
1973,30,richard friedberg,1943,baltimore,maryland,new york,new york,,
1985,30,tim rollins,1955,waterville,maine,new york,new york,,
1991,36,tim rollins,1955,pittsfield,maine,new york,new york,,
2008,33,joe bradley,1975,old orchard beach,maine,new york,new york,,
1997,59,burt barr,1938,lewiston,maine,new york,new york,,
1975,32,sam cady,1943,boothbay harbor,maine,new york,new york,,
2012,30,wu tsang,1982,worcester,massachusetts,los angeles,california,,
2014,33,sergei tcherepnin,1981,watertown,massachusetts,new york,new york,,
1973,38,carl andre,1935,quincy,massachusetts,new york,new york,,
2012,50,luther price,1962,marlboro,massachusetts,revere,massachusetts,,
2014,58,joseph grigely,1956,east longmeadow,massachusetts,chicago,illinois,,
2012,82,frederick wiseman,1930,boston,massachusetts,boston,massachusetts,,
2014,77,susan howe,1937,boston,massachusetts,guilford,connecticut,,
2014,57,julie ault,1957,boston,massachusetts,joshua tree,california,new york,ny
2008,48,david thorne,1960,boston,massachusetts,los angeles,california,,
2012,48,laura poitras,1964,boston,massachusetts,new york,new york,,
1993,47,chris burden,1946,boston,massachusetts,topanga canyon ,california,,
2008,47,dj olive,1961,boston,massachusetts,new york,new york,,
2012,46,liz deschenes,1966,boston,massachusetts,new york,new york,,
2014,37,andrew bujalski,1977,boston,massachusetts,austin,texas,,
2010,31,rashaad newsome,1979,new orleans,louisiana,new york,new york,,
2006,58,marilyn minter,1948,shreveport,louisiana,new york,new york,,
1975,38,mary mclean obering,1937,shreveport,louisiana,new york,new york,,
2000,48,katherine sherwood,1952,new orleans,louisiana,rodeo,california,,
1973,47,edward clark,1926,new orleans,louisiana,new york,new york,,
1977,36,keith sonnier,1941,mamou,louisiana,new york,new york,,
1973,32,keith sonnier,1941,mamou,louisiana,new york,new york,,
2000,37,john f. simon jr.,1963,louisiana,louisiana,new york,new york,,
1981,40,lynda benglis,1941,lake charles,louisiana,new york,new york,,
1977,36,lynda benglis,1941,lake charles,louisiana,new york,new york,,
1973,32,lynda benglis,1941,lake charles,louisiana,new york,new york,,
1973,40,robert gordy,1933,jefferson island,louisiana,new orleans,louisiana,,
2008,33,cheyney thompson,1975,baton rouge,louisiana,new york,new york,,
2004,82,jonas mekas,1922,semeniskiai,lithuania,new york,new york,,
1979,57,jonas mekas,1922,lithuania,lithuania,new york,new york,,
1997,31,cheryl dunye,1966,monrovia,liberia,pomona,california,,
1993,27,cheryle dunye,1966,monrovia,liberia,philadelphia,pennsylvania,,
2002,35,walid ra'ad,1967,chbanieh,lebanon,brooklyn,new york,,
2000,33,walid ra'ad,1967,chbanieh,lebanon,brooklyn,new york,,
2014,89,etel adnan,1925,beirut,lebanon,sausalito,california,paris,france
1981,43,benni efrat,1938,beirut,lebanon,new york,new york,,
2002,64,vija celmins,1938,riga,latvia,new york,new york,,
1997,59,vija celmins,1938,riga,latvia,new york,new york,,
1977,38,vija celmins,1939,riga,latvia,venice,california,,
2014,54,jacqueline humphries,1960,new orleans,louisiana,new york,new york,,
2002,45,kim sooja,1957,taegu,korea,new york,new york,,
1989,57,nam june paik,1932,seoul,korea,new york,new york,,
1983,51,nam june paik,1932,seoul,korea,new york,new york,,
1981,49,nam june paik,1932,seoul,korea,new york,new york,,
1977,45,nam june paik,1932,seoul,korea,new york,new york,,
1975,28,jerry jones,1947,pineville,kentucky,new york,new york,,
2004,28,mathew ronay,1976,louisville,kentucky,brooklyn,new york,,
1975,27,rob roy norton jr.,1948,louisville,kentucky,new york,new york,,
1973,69,edgar tolson,1904,lee city,kentucky,campton,kentucky,,
1983,30,mike glier,1953,fort thomas,kentucky,new york,new york,,
1979,33,christina ramberg,1946,fort campbell,kentucky,chicago,illinois,,
1973,27,christina ramberg,1946,fort campbell,kentucky,chicago,illinois,,
2002,50,keith sanborn,1952,wichita,kansas,brooklyn,new york,,
1985,33,tom otterness,1952,wichita,kansas,new york,new york,,
1973,30,terry allen,1943,wichita,kansas,fresno,california,,
1977,34,terry allen,1943,whichita,kansas,fresno,california,,
1997,64,bruce cornner,1933,mcpherson,kansas,san francisco,california,,
1983,50,bruce conner,1933,mcpherson,kansas,san francisco,california,,
1979,46,bruce conner,1933,mcpherson,kansas,san francisco,california,,
1973,33,william geis,1940,kansas,kansas,woodacre,california,,
1975,38,maxine cole,1937,hodgeman city,kansas,arcadia,california,,
1973,29,alan shields,1944,herington,kansas,new york,new york,,
1997,28,howard goldkrand,1969,fort riley,kansas,new york,new york,,
2002,66,dennis hopper,1936,dodge city,kansas,los angeles,california,,
1979,45,billy al bengston,1934,dodge city,kansas,venice,california,,
2010,30,aki sasamoto,1980,yokohama,japan,brooklyn,new york,,
1973,71,kenzo okada,1902,yokohama,japan,new york,new york,,
1989,41,sachiko hamada,1948,utsunomiya,japan,new york,new york,,
1981,44,taka limura,1937,tokyo,japan,new ork,new york,,
1973,36,larry poons,1937,tokyo,japan,new york,new york,,
1975,34,hiroshi murata,1941,tokyo,japan,new york,new york,,
2004,39,yutaka sone,1965,shizuoka,japan,los angeles,california,,
2002,27,stom sogo,1975,osaka,japan,san francisco,california,,
1983,46,shigeko kubota,1937,miigata,japan,new york,new york,,
2004,75,yayoi kusama,1929,matsumoto,japan,tokyo,japan,,
2014,37,ei arakawa ,1977,fukushima,japan,new york,new york,,
2000,41,yukinori yanagi,1959,fukuoka,japan,new york,new york,,
2014,42,shio kusaka,1972,,japan,los angeles,california,,
2006,43,nari ward,1963,saint andrew,jamaica,new york,new york,,
2014,37,dave mckenzie,1977,kingston,jamaica,brooklyn,new york,,
1995,32,nari ward,1963,kingston,jamaica,new york,new york,,
2002,45,ouattara watts,1957,abidjan,ivory coast,new york,new york,,
2004,44,maurizio cattelan,1960,padua,italy,new york,new york,,
1997,45,francesco clemente,1952,naples,italy,new york,new york,madras,india
2006,50,rudolf stingel,1956,merano,italy,new york ,new york,,
1983,51,italo scanga,1932,lago,italy,la jolla,california,,
2002,59,lauretta vinciarelli,1943,italy,italy,new york,new york,,
2000,31,vanessa beecroft,1969,genoa,italy,new york,new york,,
2006,35,francesco vezzoli,1971,brescia,italy,milan,italy,,
1981,49,buky schwartz,1932,jerusalem,isreal,new york,new york,,
2014,37,uri aran,1977,jerusalem,israel,new york,new york,,
2008,36,omer fast,1972,jerusalem,israel,berlin,germany,,
2008,35,seth price,1973,east jerusalem,israel,new york,new york,,
2002,50,bosmat alon,1952,tel aviv,isarel,jerusalem,isarel,,
2000,43,michal rovner,1957,tel aviv,isarel,new york,new york,,
2002,45,irit batsry,1957,ramat-gan,isarel,new york,new york,,
1989,35,daniel eisenberg,1954,ramat gan,isarel,cambridge,massachusetts,,
2002,39,tirtza even,1963,jerusalem,isarel,new york,new york,,
2002,30,omer fast,1972,jerusalem,isarel,new york,new york,,
2002,29,seth price,1973,east jerusalem,isarel,long island city,new york,,
2004,43,julie murray,1961,dublin,ireland,new york,new york,,
1983,33,vivienne dick,1950,donegal,ireland,new york,new york,,
1997,39,zoe beloff,1958,belfast,ireland,new york,new york,,
1981,42,siah armajani,1939,teheran,iran,minneapolis,minnesota,,
2000,43,shirin neshat,1957,qazvin,iran,new york,,,
1975,29,dennis ashbaugh,1946,red oak,iowa,new york,new york,,
1993,65,james hatch,1928,oelwein,iowa,new york,new york,,
1991,50,mary kelly,1941,fort dodge,iowa,new york,new york,,
1973,29,kay kurt,1944,dubuque,iowa,duluth,minnesota,,
2000,52,dennis adams,1948,des moines,iowa,new york and,cambridge,massachusetts,
1973,37,larry zox,1936,des moines,iowa,new york,new york,,
1983,33,bruce charlesworth,1950,davenport,iowa,minneapolis,minnesota,,
1997,29,kristin lucas,1968,davenport,iowa,new york,new york,,
1981,51,william bailey,1930,council bluffs,iowa,new haven,connecticut,,
1981,40,katherine porter,1941,cedar rapids,iowa,lincolnville,maine,,
1973,32,katherine porter,1941,cedar rapids,iowa,santa fe,new mexico,,
2006,37,angela strassheim,1969,bloomfield,iowa,minneapolis,minnesota,new york,new york
2014,36,ken okiishi,1978,ames,iowa,new york,new york,and berlin,germany
1985,38,bryan hunt,1947,terre haute,indiana,new york,new york,,
1981,34,bryan hunt,1947,terre haute,indiana,new york,new york,,
1979,32,bryan hunt,1947,terre haute,indiana,new york,new york,,
1975,27,lan payne,1948,south bend,indiana,san francisco,california,,
1973,46,john chamberlain,1927,rochester,indiana,new york,new york,,
1985,42,john duff,1943,layfayette,indiana,new york,new york,,
1973,30,john duff,1943,layfayette,indiana,new york,new york,,
2006,32,deva graf,1974,lafayette,indiana,arizona,arizona,,
1983,40,david haxton,1943,indianapolis,indiana,new york,new york,,
2000,39,carl and karen pope,1961,indianapolis,indiana,indianapolis,indiana,chapel hill,n.c.
1981,38,david haxton,1943,indianapolis,indiana,new york,new york,,
1979,36,david haxton,1943,indianapolis,indiana,new york,new york,,
2000,34,kurt kauper,1966,indianapolis,indiana,brooklyn,new york,,
2000,30,ben benjamin,1970,indianapolis,indiana,san francisco,california,,
2014,39,alex jovanovich,1975,hobart,indiana,bronx,new york,,
1989,37,linda klosky,1952,hammond,indiana,santa fe,new mexico,,
2004,32,wade guyton,1972,hammond,indiana,new york,new york,,
1975,40,james r. anderson,1935,gary,indiana,new york,new york,,
1981,33,hollis sigler,1948,gary,indiana,chicago,illinois,,
1997,56,bruce nauman,1941,fort wayne,indiana,galisteo,new mexico,,
1991,50,bruce nauman,1941,fort wayne,indiana,pasadena,california,,
1985,44,bruce newman,1941,fort wayne,indiana,pecos,new mexico,,
1977,36,bruce nauman,1941,fort wayne,indiana,pasadena,california,,
1977,36,bruce nauman,1941,fort wayne,indiana,pasadena,california,,
1975,36,larry ray camp,1939,evansville,indiana,columbus,ohio,,
1997,41,michael gitlin,1956,bluffton,indiana,new york,new york,,
1983,46,william t. wiley,1937,bedford,indiana,forest knolls,california,,
1973,36,william t. wiley,1937,bedford,indiana,woodacre,california,,
1997,30,shashwati talukdar,1967,dehra dun,india,philadelphia,pennsylvania,,
2000,37,rina banerjee,1963,calcutta,india,brooklyn,new york,state college,pennsylvania
1995,27,hima b,1968,calcutta,india,san francisco,california,,
2000,48,ayanna u'dongo,1952,south bend,indiana,oakland,california,,
2000,43,linda besemer,1957,south bend,indiana,los angeles,california,,
2014,42,matthew deleget,1972,hammond,indiana,brooklyn,new york,,
1995,41,sue williams,1954,chicago heights,illinois,brooklyn,new york,,
1995,33,tom kalin,1962,chicago heights,illinois,new york,new york,,
2010,57,charles ray,1953,chicago,illinois,los angeles,california,,
1995,54,joe zucker,1941,chicago,illinois,east hampton,new york,,
1995,42,charles ray,1953,chicago,illinois,los angeles,california,,
2010,39,jessica jackson hutchins,1971,chicago,illinois,portland,oregon,,
2010,37,theaster gates,1973,chicago,illinois,chicago,illinois,,
2006,64,dan graham,1942,urbana,illinois,new york,new york,,
1997,55,dan graham,1942,urbana,illinois,new york,new york,,
1985,37,gregory amenoff,1948,st. charles,illinois,new york,new york,,
1981,33,gregory amenoff,1948,st. charles,illinois,new york,new york,,
1997,54,david hammons,1943,springfield,illinois,new york,new york,,
1975,29,john sturgeon,1946,springfield,illinois,venice,california,,
1975,29,barry buxkamper,1946,peoria,illinois,nashville,tennessee,,
1975,37,earl staley,1938,oak park,illinois,houston,texas,,
2004,28,james fotopoulos,1976,norridge,illinois,chicago,illinois,,
1975,54,roland ginzel,1921,lincoln,illinois,chicago,illinois,,
1977,41,richard estes,1936,keewanee,illinois,new york,new york,,
1977,29,nicholas africano,1948,kankakee,illinois,normal ,illionis,,
1973,59,bernard rosenthal,1914,highland park,illinois,new york,new york,,
2008,54,stephen prina,1954,galesburg,illinois,cambridge,massachusetts,los angeles,california
2004,52,bradley eros,1952,fairfield,illinois,brooklyn,new york,,
1975,37,connie zehr,1938,evanston,illinois,chatsworth,california,,
1997,43,sue williams,1954,chicago heights,illinois,new york,new york,,
1979,76,walter gutman,1903,chicago,illinois,new york,new york,,
2006,67,ed paschke,1939,chicago,illinois,chicago,illinois,,
1991,65,joan mitchell,1926,chicago,illinois,vetheuil,france,,
1983,61,leon golub,1922,chicago,illinois,new york,new york,,
2008,57,michael smith,1951,chicago,illinois,austin,texas,new york,new york
1983,57,joan mitchell,1926,chicago,illinois,vetheuil,france,,
1991,51,elizabeth murray,1940,chicago,illinois,new york,new york,,
1973,48,joan mitchell,1925,chicago,illinois,vetheuil,france,,
1977,47,ron gorchov,1930,chicago,illinois,new york,new york,,
1993,47,norman yonemoto,1946,chicago,illinois,venice,california,,
1989,46,john jost,1943,chicago,illinois,new york,new york,san francisco,california
1973,46,david mcmanaway,1927,chicago,illinois,dallas,texas,,
1975,46,roland reiss,1929,chicago,illinois,venice,california,,
1985,46,ed paschke,1939,chicago,illinois,chicago,illinois,,
2002,46,jim campbell,1956,chicago,illinois,san francisco,california,,
1975,45,ron gorchov,1930,chicago,illinois,new york,new york,,
1985,45,elizabeth murray,1940,chicago,illinois,new york,new york,,
